Node Number,Thread Number,Spatial Distribution,Temporal Distribution,T/R,Processor Utilization ,Channel Waiting Time,Input Waiting Time,Network Response Time,Channel Utilization,Column1,_1,_2,_3,_4
16,10,UN,Client-Server,4,915236,118756714,700461831,1727842054,828333,,,,,
16,10,UN,Client-Server,5,882814,313291901,50758366,1396347726,923437,,,,,
16,10,UN,Client-Server,6,771937,565769348,336628744,2956160892,937083,,,,,
16,10,UN,Client-Server,7,687306,74552948,264673434,3774548086,955694,,,,,
16,10,UN,Client-Server,8,617007,946430603,178332365,3667614018,959167,,,,,
16,10,UN,Client-Server,9,551504,1103527954,157680668,4910532583,955625,,,,,
16,10,UN,Client-Server,1,503592,1264407837,128494491,45597941,954514,,,,,
16,4,HR,Client-Server,1,622777,1424685,311912393,625949413,458889,,,,,
16,4,HR,Client-Server,2,714232,7784738,266751283,695613489,653055,,,,,
16,4,HR,Client-Server,3,563058,17237011,29500162,868535961,602188,,,,,
16,4,HR,Client-Server,4,61408,47139942,248004784,953962094,7125,,,,,
16,4,HR,Client-Server,5,58883,129407547,181319843,928606772,728646,,,,,
16,4,HR,Client-Server,6,531492,1627330246,124036349,224875168,797917,,,,,
16,4,HR,Client-Server,7,475336,323723724,85539297,1737167893,795035,,,,,
16,4,HR,Client-Server,8,413104,392275299,75917551,2154044741,798333,,,,,
16,4,HR,Client-Server,9,361952,47347699,70346343,2543927978,770938,,,,,
16,4,HR,Client-Server,1,335961,549021851,59854221,2655729283,735069,,,,,
16,6,HR,Client-Server,1,793967,1854915,474078984,952678288,503472,,,,,
16,6,HR,Client-Server,2,779392,9595086,459408864,1027855103,575347,,,,,
16,6,HR,Client-Server,3,771373,26096712,431734106,1096862164,758229,,,,,
16,6,HR,Client-Server,4,737937,71482933,382593795,1295636006,771528,,,,,
16,6,HR,Client-Server,5,649532,185400986,321164792,1653366,800521,,,,,
16,6,HR,Client-Server,6,580466,420417145,161651698,1992715915,786875,,,,,
16,6,HR,Client-Server,7,546245,518351929,137385957,2644567425,867951,,,,,
16,6,HR,Client-Server,8,493581,663640259,97337675,2587353042,835833,,,,,
16,6,HR,Client-Server,9,427316,777911072,84124586,350919345,806562,,,,,
16,6,HR,Client-Server,1,407034,874560791,82302762,3916523672,830556,,,,,
16,8,HR,Client-Server,1,788644,17672,632892659,904356536,46625,,,,,
16,8,HR,Client-Server,2,8471,10156638,636190081,1319209855,626042,,,,,
16,8,HR,Client-Server,3,796617,29106882,628544874,1445395821,669583,,,,,
16,8,HR,Client-Server,4,787135,6776693,592618135,1403904639,792361,,,,,
16,8,HR,Client-Server,5,752581,212689209,472946322,1815336111,826563,,,,,
16,8,HR,Client-Server,6,686232,520065125,254090024,27318835,895833,,,,,
16,8,HR,Client-Server,7,556637,736940674,19468858,3389835282,818854,,,,,
16,8,HR,Client-Server,8,533445,887897278,144084164,2778215451,872222,,,,,
16,8,HR,Client-Server,9,470176,1066175171,119098713,4555877628,867813,,,,,
16,8,HR,Client-Server,1,436457,121193335,107372065,3816021591,862847,,,,,
16,10,HR,Client-Server,1,849374,1980331,820621205,1440760876,495833,,,,,
16,10,HR,Client-Server,2,853076,102187,801114926,1783877387,591667,,,,,
16,10,HR,Client-Server,3,85156,30706835,761209416,1738892586,696979,,,,,
16,10,HR,Client-Server,4,805596,78206543,747394023,2299360993,7575,,,,,
16,10,HR,Client-Server,5,79196,221464294,630708725,2401750804,859722,,,,,
16,10,HR,Client-Server,6,638244,537422058,395293799,1925507111,815833,,,,,
16,10,HR,Client-Server,7,622735,761577026,225412774,376854491,892743,,,,,
16,10,HR,Client-Server,8,553766,928661072,188420577,3922378045,890556,,,,,
16,10,HR,Client-Server,9,489242,1075117432,15760558,5365009141,87875,,,,,
16,10,HR,Client-Server,1,477834,1217886597,136838134,4530380751,921875,,,,,
16,4,BR,Client-Server,1,88365,1921418,305277775,250716906,238472,,,,,
16,4,BR,Client-Server,2,860418,929508,286311814,488081072,405417,,,,,
16,4,BR,Client-Server,3,843287,27243357,256627682,307441712,556979,,,,,
16,4,BR,Client-Server,4,832914,61148876,211636713,587814337,701389,,,,,
16,4,BR,Client-Server,5,7821,111845444,174542099,495701487,801562,,,,,
16,4,BR,Client-Server,6,714232,189958618,125603599,545004812,863125,,,,,
16,4,BR,Client-Server,7,647217,268578033,87902292,775542157,900278,,,,,
16,4,BR,Client-Server,8,581954,339456268,68747484,754715206,913611,,,,,
16,4,BR,Client-Server,9,527778,408526337,54547726,1159859915,922188,,,,,
16,4,BR,Client-Server,1,480408,471786499,46118236,1484799775,929167,,,,,
16,6,BR,Client-Server,1,908802,2134946,496436634,399020319,244687,,,,,
16,6,BR,Client-Server,2,90698,10394992,471799576,490268575,424653,,,,,
16,6,BR,Client-Server,3,896247,30655106,436696046,503392515,587396,,,,,
16,6,BR,Client-Server,4,880803,84361443,377865241,583281742,739306,,,,,
16,6,BR,Client-Server,5,843151,204702072,271474592,990952492,854861,,,,,
16,6,BR,Client-Server,6,755583,369789307,169425549,812773944,900833,,,,,
16,6,BR,Client-Server,7,671474,510915802,111033113,976441463,922882,,,,,
16,6,BR,Client-Server,8,600924,62610022,89194322,1535476028,931389,,,,,
16,6,BR,Client-Server,9,539897,738934143,68914483,2112035842,935625,,,,,
16,6,BR,Client-Server,1,490711,839243652,63710844,2353144075,936458,,,,,
16,8,BR,Client-Server,1,908662,2093968,694530209,731390336,241944,,,,,
16,8,BR,Client-Server,2,916754,10831274,663907475,639486244,430347,,,,,
16,8,BR,Client-Server,3,914468,35075058,623925842,754063759,599896,,,,,
16,8,BR,Client-Server,4,923701,103896408,537369656,58275072,770833,,,,,
16,8,BR,Client-Server,5,86701,300255798,369500912,1279921264,874132,,,,,
16,8,BR,Client-Server,6,781098,555305237,207147214,1086897059,922083,,,,,
16,8,BR,Client-Server,7,684499,748928955,138909547,1298358239,932361,,,,,
16,8,BR,Client-Server,8,610051,90259436,118079647,20544057,935833,,,,,
16,8,BR,Client-Server,9,548603,1062911255,89018931,2671651809,939687,,,,,
16,8,BR,Client-Server,1,498233,1201908813,81294476,2101883654,940625,,,,,
16,10,BR,Client-Server,1,940461,2086331,877635199,905729476,246562,,,,,
16,10,BR,Client-Server,2,902923,10837634,863513897,665273676,422361,,,,,
16,10,BR,Client-Server,3,908622,33603893,817815971,767296404,601042,,,,,
16,10,BR,Client-Server,4,902704,91781967,759858006,1343881897,755694,,,,,
16,10,BR,Client-Server,5,888585,328355347,485458241,121030457,888194,,,,,
16,10,BR,Client-Server,6,789,601244873,279231626,1927057396,927708,,,,,
16,10,BR,Client-Server,7,694901,830786377,166135699,176606318,939653,,,,,
16,10,BR,Client-Server,8,618812,975618347,153678378,2053676488,943056,,,,,
16,10,BR,Client-Server,9,555489,1142917725,119934979,3501850233,94375,,,,,
16,10,BR,Client-Server,1,505846,128625415,103926322,2146969058,944097,,,,,
16,4,PS,Client-Server,1,86733,2044179,246261255,367493895,64684,,,,,
16,4,PS,Client-Server,2,840152,1014529,235461691,626860874,702569,,,,,
16,4,PS,Client-Server,3,824914,30322653,217819531,713864201,768854,,,,,
16,4,PS,Client-Server,4,75785,5860265,204534258,796514082,785833,,,,,
16,4,PS,Client-Server,5,714316,123017624,158143149,982481297,832118,,,,,
16,4,PS,Client-Server,6,632461,214452255,116240102,1135886412,844583,,,,,
16,4,PS,Client-Server,7,551504,278491974,113595496,1418882864,839028,,,,,
16,4,PS,Client-Server,8,49651,364986053,81290563,1501070594,860556,,,,,
16,4,PS,Client-Server,9,452939,425249847,83883106,1577887682,860937,,,,,
16,4,PS,Client-Server,1,420933,483833649,87548434,2065619811,865972,,,,,
16,6,PS,Client-Server,1,936473,2227537,440568794,702425075,588333,,,,,
16,6,PS,Client-Server,2,900764,1088244,425003658,802773783,662917,,,,,
16,6,PS,Client-Server,3,90722,33936623,396412708,789924743,76625,,,,,
16,6,PS,Client-Server,4,862785,94348297,347883212,1036468694,83375,,,,,
16,6,PS,Client-Server,5,807842,179849548,291412257,1389333044,895833,,,,,
16,6,PS,Client-Server,6,701786,374583313,179632006,157051253,895417,,,,,
16,6,PS,Client-Server,7,639351,490504761,145010342,2252575091,929931,,,,,
16,6,PS,Client-Server,8,573968,603130981,12417505,24001869,931944,,,,,
16,6,PS,Client-Server,9,511543,715827026,113861094,2904991727,918437,,,,,
16,6,PS,Client-Server,1,47255,830844727,8916558,239423185,929167,,,,,
16,8,PS,Client-Server,1,9513,2314414,636497807,949857036,498715,,,,,
16,8,PS,Client-Server,2,936808,11713354,620951115,1170297092,639167,,,,,
16,8,PS,Client-Server,3,931204,36626431,587482683,760049126,720729,,,,,
16,8,PS,Client-Server,4,937835,102300987,509674402,1314509873,859583,,,,,
16,8,PS,Client-Server,5,864236,306522491,354147836,1676812651,919097,,,,,
16,8,PS,Client-Server,6,780074,49736142,26485216,2381463659,944792,,,,,
16,8,PS,Client-Server,7,687981,681090576,199986105,2149237046,965174,,,,,
16,8,PS,Client-Server,8,61379,845246582,166875076,2470214123,9625,,,,,
16,8,PS,Client-Server,9,549407,1007446472,131749403,348525522,96375,,,,,
16,8,PS,Client-Server,1,50007,1151877319,12057513,4123286673,961111,,,,,
16,10,PS,Client-Server,1,974802,2351146,822921127,968314249,46934,,,,,
16,10,PS,Client-Server,2,980224,12150679,809186312,1142913841,638125,,,,,
16,10,PS,Client-Server,3,971452,4007254,755084983,148332136,748021,,,,,
16,10,PS,Client-Server,4,948199,106190559,68645432,1635900805,86,,,,,
16,10,PS,Client-Server,5,909553,295415222,522214254,2016290249,944792,,,,,
16,10,PS,Client-Server,6,806512,553938843,313497466,237316626,968958,,,,,
16,10,PS,Client-Server,7,703002,755845886,236531664,1934740695,964201,,,,,
16,10,PS,Client-Server,8,635748,928996765,176748269,2980861045,982778,,,,,
16,10,PS,Client-Server,9,574563,1072681763,152513064,3372189353,990312,,,,,
16,10,PS,Client-Server,1,510356,1226546875,135151713,5015644768,965972,,,,,
16,4,UN,Asynchronous,1,805631,1942182,270747872,97039249,669375,,,,,
16,4,UN,Asynchronous,2,711402,8758454,285337517,189728209,63875,,,,,
16,4,UN,Asynchronous,3,764771,27745926,235742445,278035569,779375,,,,,
16,4,UN,Asynchronous,4,714662,61134068,226975478,313655513,784306,,,,,
16,4,UN,Asynchronous,5,702304,126200226,169986024,47887206,838368,,,,,
16,4,UN,Asynchronous,6,625735,208140411,133539131,527958591,853958,,,,,
16,4,UN,Asynchronous,7,567802,277625092,105518029,799296875,910729,,,,,
16,4,UN,Asynchronous,8,495292,364442078,87992509,962201487,869167,,,,,
16,4,UN,Asynchronous,9,470201,421035217,77335651,1060153725,9,,,,,
16,4,UN,Asynchronous,1,416087,499487244,81015041,1212852502,853819,,,,,
16,6,UN,Asynchronous,1,898346,2169365,458073357,135013123,617708,,,,,
16,6,UN,Asynchronous,2,834869,1044451,473602198,217297108,639236,,,,,
16,6,UN,Asynchronous,3,884136,34631821,399531575,309237367,786042,,,,,
16,6,UN,Asynchronous,4,81023,445018668,372234784,84688896,806806,,,,,
16,6,UN,Asynchronous,5,762009,215162201,272973696,619696092,851389,,,,,
16,6,UN,Asynchronous,6,690723,373463867,193323326,707930583,89375,,,,,
16,6,UN,Asynchronous,7,599696,5098172,150016862,1193248324,889097,,,,,
16,6,UN,Asynchronous,8,506488,666255615,12397509,127103947,831111,,,,,
16,6,UN,Asynchronous,9,491041,747157043,102805916,11899045,890938,,,,,
16,6,UN,Asynchronous,1,456873,835229004,94498951,1811012822,916667,,,,,
16,8,UN,Asynchronous,1,895793,2181244,659521851,125438472,559549,,,,,
16,8,UN,Asynchronous,2,917185,11909069,622913749,218046743,667986,,,,,
16,8,UN,Asynchronous,3,896828,36004375,599416001,258929993,753542,,,,,
16,8,UN,Asynchronous,4,862535,102455956,53788127,513782316,837778,,,,,
16,8,UN,Asynchronous,5,803943,28608728,399242048,738685759,873785,,,,,
16,8,UN,Asynchronous,6,739532,509905884,274537311,1144697168,916042,,,,,
16,8,UN,Asynchronous,7,638247,743187683,167733261,1549619758,921424,,,,,
16,8,UN,Asynchronous,8,546533,874141541,185060726,1762429191,911111,,,,,
16,8,UN,Asynchronous,9,497897,1055804199,132752413,2124122474,906563,,,,,
16,8,UN,Asynchronous,1,457959,1188806396,137567342,1800665678,905556,,,,,
16,10,UN,Asynchronous,1,933178,2268084,851836871,178716605,547396,,,,,
16,10,UN,Asynchronous,2,901664,11165421,837913631,266863225,626042,,,,,
16,10,UN,Asynchronous,3,878836,35783009,819288729,400380958,71125,,,,,
16,10,UN,Asynchronous,4,886027,105661499,72671872,464618315,830139,,,,,
16,10,UN,Asynchronous,5,846923,289955444,55642145,859177814,899479,,,,,
16,10,UN,Asynchronous,6,755375,598604126,299191908,1386292707,926458,,,,,
16,10,UN,Asynchronous,7,643968,769585083,265510606,1808262657,909271,,,,,
16,10,UN,Asynchronous,8,586142,932586914,197369362,1289923936,930278,,,,,
16,10,UN,Asynchronous,9,538516,1065520996,172631985,2473733856,936562,,,,,
16,10,UN,Asynchronous,1,491613,1233783325,147869615,2828767953,940972,,,,,
16,4,HR,Asynchronous,1,572178,1393413,344412678,208202647,476319,,,,,
16,4,HR,Asynchronous,2,558476,6146375,319720534,224008272,619861,,,,,
16,4,HR,Asynchronous,3,604414,19377216,298515323,339373784,651146,,,,,
16,4,HR,Asynchronous,4,639143,42881931,243422381,454336136,819167,,,,,
16,4,HR,Asynchronous,5,547472,110907822,206067076,553155326,789063,,,,,
16,4,HR,Asynchronous,6,448119,158804123,225488963,808222372,709583,,,,,
16,4,HR,Asynchronous,7,38111,314990753,125631665,1113299692,705833,,,,,
16,4,HR,Asynchronous,8,37793,400346375,87270384,1345570771,749167,,,,,
16,4,HR,Asynchronous,9,311804,49002179,87705551,1570581512,677188,,,,,
16,4,HR,Asynchronous,1,305073,550135315,59292463,1773611828,723958,,,,,
16,6,HR,Asynchronous,1,679129,1496446,508002074,157891728,555486,,,,,
16,6,HR,Asynchronous,2,707956,8302955,480132066,516439638,727222,,,,,
16,6,HR,Asynchronous,3,683511,23719973,454797569,48864161,710833,,,,,
16,6,HR,Asynchronous,4,690876,6265062,411688018,531356966,744583,,,,,
16,6,HR,Asynchronous,5,64273,182825714,334347245,871053275,826389,,,,,
16,6,HR,Asynchronous,6,5458,402114136,190350066,1352484214,779375,,,,,
16,6,HR,Asynchronous,7,432759,4851474,204971539,1555443767,72941,,,,,
16,6,HR,Asynchronous,8,420722,66730658,141801921,1620412515,757778,,,,,
16,6,HR,Asynchronous,9,422564,728156982,132294159,1464219174,799062,,,,,
16,6,HR,Asynchronous,1,347239,821218018,110316602,2495585069,863194,,,,,
16,8,HR,Asynchronous,1,803096,2026069,690208567,290712404,549826,,,,,
16,8,HR,Asynchronous,2,769347,8922665,642837882,543234636,675208,,,,,
16,8,HR,Asynchronous,3,761153,26240793,61951453,625048774,730521,,,,,
16,8,HR,Asynchronous,4,683967,58573162,624406642,751235356,775556,,,,,
16,8,HR,Asynchronous,5,709455,221735184,47298318,1025620714,842535,,,,,
16,8,HR,Asynchronous,6,604509,423436707,371598935,1559892031,868958,,,,,
16,8,HR,Asynchronous,7,505288,679681152,217553375,2156154352,875,,,,,
16,8,HR,Asynchronous,8,463521,870919556,193512634,2071026508,774444,,,,,
16,8,HR,Asynchronous,9,408886,972338074,184823285,2532130972,78375,,,,,
16,8,HR,Asynchronous,1,364302,1125519653,157423829,1987508899,798264,,,,,
16,10,HR,Asynchronous,1,731229,18182,861776137,388940989,498819,,,,,
16,10,HR,Asynchronous,2,781164,9258657,834790991,492393833,641042,,,,,
16,10,HR,Asynchronous,3,675502,25449713,821138662,566652085,604583,,,,,
16,10,HR,Asynchronous,4,733372,67158897,817520328,599358071,772083,,,,,
16,10,HR,Asynchronous,5,634559,185278748,705750487,1211646463,819271,,,,,
16,10,HR,Asynchronous,6,615881,506056,42756895,1896395789,823125,,,,,
16,10,HR,Asynchronous,7,550544,668805542,361920132,2418757984,829792,,,,,
16,10,HR,Asynchronous,8,430889,859233643,300175428,269080746,756389,,,,,
16,10,HR,Asynchronous,9,470719,958309814,216179762,2859921799,904687,,,,,
16,10,HR,Asynchronous,1,409884,1194435669,183762009,3444731968,828472,,,,,
16,4,BR,Asynchronous,1,442501,1013195,381615554,19110126,136979,,,,,
16,4,BR,Asynchronous,2,443607,3981061,35907301,34452089,229861,,,,,
16,4,BR,Asynchronous,3,460454,9462865,336131204,109222768,323437,,,,,
16,4,BR,Asynchronous,4,458123,22943092,317289503,133728978,406389,,,,,
16,4,BR,Asynchronous,5,490711,67113464,26975649,156050398,510938,,,,,
16,4,BR,Asynchronous,6,500619,251171982,133817155,301014182,597708,,,,,
16,4,BR,Asynchronous,7,453512,328706573,100252963,305420849,614201,,,,,
16,4,BR,Asynchronous,8,406964,396323639,85430627,454557929,623889,,,,,
16,4,BR,Asynchronous,9,368315,484105438,55990098,574452631,631563,,,,,
16,4,BR,Asynchronous,1,332298,545141968,53772597,719461548,634028,,,,,
16,6,BR,Asynchronous,1,487785,1119696,498820922,19484081,149965,,,,,
16,6,BR,Asynchronous,2,460979,4844061,523303737,56253503,239375,,,,,
16,6,BR,Asynchronous,3,506713,13533961,476584253,83709148,356563,,,,,
16,6,BR,Asynchronous,4,492925,3358577,461969537,195577372,434167,,,,,
16,6,BR,Asynchronous,5,474015,61682014,446820517,200586964,501215,,,,,
16,6,BR,Asynchronous,6,532269,179855214,415380127,470830639,622708,,,,,
16,6,BR,Asynchronous,7,468575,543321716,14080299,1069873863,628785,,,,,
16,6,BR,Asynchronous,8,422222,653907227,125902747,1263494341,637778,,,,,
16,6,BR,Asynchronous,9,3822,784053589,88886586,1468299448,646562,,,,,
16,6,BR,Asynchronous,1,348186,898097229,73066224,1679285594,647222,,,,,
16,8,BR,Asynchronous,1,508909,1348418,652238802,18983249,153542,,,,,
16,8,BR,Asynchronous,2,503872,5645099,653732879,70357942,254306,,,,,
16,8,BR,Asynchronous,3,531937,15225128,617541676,113300356,370625,,,,,
16,8,BR,Asynchronous,4,507399,46924644,596548855,26279635,4425,,,,,
16,8,BR,Asynchronous,5,528152,119316422,551801733,390451218,546181,,,,,
16,8,BR,Asynchronous,6,535232,476424927,323176361,600515833,621875,,,,,
16,8,BR,Asynchronous,7,480331,644258728,275567272,88148296,637049,,,,,
16,8,BR,Asynchronous,8,435503,918558167,149863613,884867818,649722,,,,,
16,8,BR,Asynchronous,9,389167,1085429932,130566104,1295182846,649375,,,,,
16,8,BR,Asynchronous,1,359547,1212562012,114470506,1537658973,657639,,,,,
16,10,BR,Asynchronous,1,537593,1361603,788311656,21925482,161979,,,,,
16,10,BR,Asynchronous,2,575784,6146961,718154923,647016,287083,,,,,
16,10,BR,Asynchronous,3,505995,16159618,809522351,104128664,354271,,,,,
16,10,BR,Asynchronous,4,552845,40650211,756011389,31463874,476667,,,,,
16,10,BR,Asynchronous,5,531937,127536873,704662768,571212667,546354,,,,,
16,10,BR,Asynchronous,6,536095,39476413,593208144,682280142,622292,,,,,
16,10,BR,Asynchronous,7,492379,718662415,322470207,918415437,646285,,,,,
16,10,BR,Asynchronous,8,441288,91620813,268419502,1446767732,650833,,,,,
16,10,BR,Asynchronous,9,403188,1111200439,208053061,1615034325,658125,,,,,
16,10,BR,Asynchronous,1,369813,126863562,139778284,1918226261,669444,,,,,
16,4,PS,Asynchronous,1,787135,1870605,270589738,125582387,608993,,,,,
16,4,PS,Asynchronous,2,781164,9179881,245813397,186819899,680347,,,,,
16,4,PS,Asynchronous,3,765629,25114941,224150588,283319397,784479,,,,,
16,4,PS,Asynchronous,4,721782,55607788,204244054,350483928,852083,,,,,
16,4,PS,Asynchronous,5,609036,14928801,14714324,512272546,79375,,,,,
16,4,PS,Asynchronous,6,600147,202291977,127218886,584690104,86,,,,,
16,4,PS,Asynchronous,7,545556,285707153,91945013,771946701,872326,,,,,
16,4,PS,Asynchronous,8,487692,365927063,7264524,636779001,856944,,,,,
16,4,PS,Asynchronous,9,450406,392787323,7753762,105835527,941562,,,,,
16,4,PS,Asynchronous,1,388274,483779236,72486585,981808492,869792,,,,,
16,6,PS,Asynchronous,1,904261,2169803,41699405,157505141,713958,,,,,
16,6,PS,Asynchronous,2,903137,10854911,419513506,245594209,740208,,,,,
16,6,PS,Asynchronous,3,888765,33627537,392270923,323700479,798229,,,,,
16,6,PS,Asynchronous,4,854246,85455521,342517993,41935944,85125,,,,,
16,6,PS,Asynchronous,5,791902,200680069,264207476,641749697,907639,,,,,
16,6,PS,Asynchronous,6,708413,36255365,177957505,841086602,937083,,,,,
16,6,PS,Asynchronous,7,612917,493587738,147050534,926740294,914618,,,,,
16,6,PS,Asynchronous,8,57831,574596436,132983807,846435531,953333,,,,,
16,6,PS,Asynchronous,9,508989,701366394,109738298,1491317415,933125,,,,,
16,6,PS,Asynchronous,1,467505,808651123,93370477,1718163415,939583,,,,,
16,8,PS,Asynchronous,1,965042,2384536,630808059,194963345,566181,,,,,
16,8,PS,Asynchronous,2,97462,12422179,594851999,267928247,704028,,,,,
16,8,PS,Asynchronous,3,965674,37241966,564654284,387492337,808437,,,,,
16,8,PS,Asynchronous,4,923701,104177879,497096637,341501226,865694,,,,,
16,8,PS,Asynchronous,5,845989,340443665,324235594,85557456,918403,,,,,
16,8,PS,Asynchronous,6,764771,50408136,256389778,1049175562,941667,,,,,
16,8,PS,Asynchronous,7,672547,689887268,194248624,1416449231,938194,,,,,
16,8,PS,Asynchronous,8,605648,832789551,162886466,940794155,966667,,,,,
16,8,PS,Asynchronous,9,547097,97888269,129470496,1923328176,964062,,,,,
16,8,PS,Asynchronous,1,499688,1105590332,122442908,212655381,963194,,,,,
16,10,PS,Asynchronous,1,977722,2383884,819691756,212784185,556563,,,,,
16,10,PS,Asynchronous,2,986516,12676008,793754257,337634981,672708,,,,,
16,10,PS,Asynchronous,3,980612,39742607,757774533,45119667,785104,,,,,
16,10,PS,Asynchronous,4,965674,118184151,662787576,351184393,881111,,,,,
16,10,PS,Asynchronous,5,906607,970432438,485592935,307792664,941146,,,,,
16,10,PS,Asynchronous,6,79234,532737732,363094043,1214057768,961042,,,,,
16,10,PS,Asynchronous,7,707199,75167511,224638088,1653736882,981944,,,,,
16,10,PS,Asynchronous,8,61823,905326843,206922631,1421304936,9625,,,,,
16,10,PS,Asynchronous,9,564482,1048269897,154713952,2371043062,979375,,,,,
16,10,PS,Asynchronous,1,515257,1184647461,136375081,2592966463,980903,,,,,
